,date,open price,high price,low price,close price,AVG price,adjusted close price,volume,value fluctuation,rate fluctuation
839,2019-07-26,23.5,23.5,23.5,23.5,23.5,10.27,100,1.8,8.29
840,2019-07-25,21.7,21.7,21.7,21.7,21.7,9.48,0,0.0,0.0
841,2019-07-24,21.9,21.9,21.7,21.7,21.8,9.48,200,-0.2,-0.91
842,2019-07-23,21.9,21.9,21.9,21.9,21.9,9.57,0,0.0,0.0
843,2019-07-22,21.9,21.9,21.9,21.9,21.9,9.57,0,0.0,0.0
844,2019-07-19,23.3,23.3,20.7,21.9,22.33,9.57,700,-1.1,-4.78
845,2019-07-18,20.8,23.0,20.8,23.0,22.45,10.05,400,0.0,0.0
846,2019-07-17,23.0,23.0,23.0,23.0,23.0,10.05,0,0.0,0.0
847,2019-07-16,23.0,23.0,23.0,23.0,23.0,10.05,0,0.0,0.0
848,2019-07-15,23.3,23.3,23.0,23.0,23.26,10.05,700,0.0,0.0
849,2019-07-12,23.0,23.0,23.0,23.0,23.0,10.05,0,0.0,0.0
850,2019-07-11,23.0,23.0,23.0,23.0,23.0,10.05,0,0.0,0.0
851,2019-07-10,23.0,23.0,23.0,23.0,23.0,10.05,0,0.0,0.0
852,2019-07-09,23.0,23.0,23.0,23.0,23.0,10.05,0,0.0,0.0
853,2019-07-08,22.4,23.5,22.4,23.0,22.97,10.05,300,-1.8,-7.26
854,2019-07-05,24.8,24.8,24.8,24.8,24.8,10.83,100,2.0,8.77
855,2019-07-04,22.8,22.8,22.8,22.8,22.8,9.96,0,0.0,0.0
856,2019-07-03,22.8,22.8,22.8,22.8,22.8,9.96,100,-0.1,-0.44
857,2019-07-02,22.9,22.9,22.9,22.9,22.9,10.0,0,0.0,0.0
858,2019-07-01,22.9,22.9,22.9,22.9,22.9,10.0,100,-1.1,-4.58
859,2019-06-28,24.0,24.0,24.0,24.0,24.0,10.49,300,1.4,6.19
860,2019-06-27,20.6,23.5,20.6,22.6,22.44,9.87,500,-0.2,-0.88
861,2019-06-26,23.8,23.8,22.8,22.8,23.3,9.96,200,-0.1,-0.44
862,2019-06-25,22.9,22.9,22.9,22.9,22.9,10.0,200,0.0,0.0
863,2019-06-24,22.9,22.9,22.9,22.9,22.9,10.0,0,0.0,0.0
864,2019-06-21,23.1,23.1,22.8,22.9,22.93,10.0,400,-0.3,-1.29
865,2019-06-20,23.1,23.2,23.1,23.2,23.17,10.14,300,-0.7,-2.93
866,2019-06-19,23.9,23.9,23.9,23.9,23.9,10.44,100,0.0,0.0
867,2019-06-18,22.8,23.9,22.8,23.9,23.53,10.44,300,1.0,4.37
868,2019-06-17,24.0,24.0,22.9,22.9,23.27,10.0,300,-1.7,-6.91
869,2019-06-14,22.7,24.6,22.7,24.6,23.65,10.75,200,1.8,7.89
870,2019-06-13,22.8,22.8,22.8,22.8,22.8,9.96,600,-0.1,-0.44
871,2019-06-12,23.2,23.2,22.9,22.9,23.14,10.0,500,-1.1,-4.58
872,2019-06-11,23.0,24.0,23.0,24.0,23.75,10.49,400,0.9,3.9
873,2019-06-10,23.0,23.1,23.0,23.1,23.05,10.09,200,-1.3,-5.33
874,2019-06-07,22.8,24.4,22.8,24.4,23.6,10.66,200,1.9,8.44
875,2019-06-06,21.7,22.5,21.7,22.5,22.1,9.83,200,0.4,1.81
876,2019-06-05,20.0,22.1,20.0,22.1,21.05,9.66,200,-0.1,-0.45
877,2019-06-04,22.2,22.2,22.2,22.2,22.2,9.7,400,-0.4,-1.77
878,2019-06-03,22.6,22.6,22.6,22.6,22.6,9.87,400,-1.4,-5.83
879,2019-05-31,22.9,24.0,22.3,24.0,23.11,10.49,1700,1.1,4.8
880,2019-05-30,19.4,23.4,19.4,22.9,22.78,10.0,15000,1.4,6.51
881,2019-05-29,21.5,21.5,21.5,21.5,21.5,9.39,700,-0.6,-2.71
882,2019-05-28,22.3,22.3,19.3,22.1,21.36,9.66,500,0.7,3.27
883,2019-05-27,21.4,22.5,21.3,21.4,21.54,9.35,1100,-2.2,-9.32
884,2019-05-24,20.1,23.6,20.1,23.6,22.58,10.31,1700,1.9,8.76
885,2019-05-23,22.0,22.0,20.0,21.7,20.31,9.48,5500,1.3,6.37
886,2019-05-22,22.4,22.4,20.4,20.4,21.16,8.91,1400,-1.5,-6.85
887,2019-05-21,24.5,24.5,20.8,21.9,22.26,9.57,2400,-0.5,-2.23
888,2019-05-20,23.9,23.9,22.4,22.4,22.72,9.79,2700,-2.4,-9.68
889,2019-05-17,23.6,24.8,23.5,24.8,24.18,10.83,400,1.1,4.64
890,2019-05-16,23.8,23.8,22.9,23.7,23.57,10.35,600,-0.1,-0.42
891,2019-05-15,25.4,25.4,23.8,23.8,24.35,10.4,600,-1.6,-6.3
892,2019-05-14,23.8,25.4,23.8,25.4,24.63,11.1,400,0.5,2.01
893,2019-05-13,24.0,24.9,24.0,24.9,24.36,10.88,500,-0.1,-0.4
894,2019-05-10,24.3,25.0,23.3,25.0,24.03,10.92,400,1.1,4.6
895,2019-05-09,23.9,23.9,23.9,23.9,23.9,10.44,200,-0.8,-3.24
896,2019-05-08,24.7,24.7,24.7,24.7,24.7,10.79,100,1.8,7.86
897,2019-05-07,26.0,26.0,22.8,22.9,23.36,10.0,1800,-1.0,-4.18
898,2019-05-06,24.0,24.0,23.0,23.9,23.73,10.44,900,-0.6,-2.45
899,2019-05-03,23.6,24.5,23.4,24.5,23.88,10.7,900,0.7,2.94
900,2019-05-02,23.8,23.8,23.4,23.8,23.64,10.4,500,0.2,0.85
901,2019-04-26,23.7,25.0,23.6,23.6,24.1,10.31,2200,-0.8,-3.28
902,2019-04-25,23.6,24.4,23.6,24.4,24.0,10.66,200,-0.3,-1.21
903,2019-04-24,23.1,24.7,23.1,24.7,23.9,10.79,200,1.6,6.93
904,2019-04-23,23.5,23.5,23.1,23.1,23.2,10.09,500,-0.4,-1.7
905,2019-04-22,23.4,23.5,23.2,23.5,23.36,10.27,800,-0.3,-1.26
906,2019-04-19,23.7,23.8,23.4,23.8,23.68,10.4,400,0.4,1.71
907,2019-04-18,23.1,23.4,23.1,23.4,23.3,10.22,300,0.0,0.0
908,2019-04-17,23.1,23.4,23.1,23.4,23.25,10.22,200,-0.2,-0.85
909,2019-04-16,22.8,23.6,22.8,23.6,23.33,10.31,300,0.7,3.06
910,2019-04-12,22.8,22.9,22.8,22.9,22.85,10.0,200,0.0,0.0
911,2019-04-11,22.8,22.9,22.8,22.9,22.85,10.0,200,0.0,0.0
912,2019-04-10,22.8,22.9,22.8,22.9,22.85,10.0,400,0.0,0.0
913,2019-04-09,22.8,22.9,22.8,22.9,22.87,10.0,300,-0.4,-1.72
914,2019-04-08,22.7,23.3,22.7,23.3,23.0,10.18,200,0.5,2.19
915,2019-04-05,25.0,25.0,22.8,22.8,23.02,9.96,1900,-0.2,-0.87
916,2019-04-04,22.7,23.0,22.7,23.0,22.85,10.05,200,-0.2,-0.86
917,2019-04-03,22.7,23.2,22.7,23.2,23.03,10.14,300,0.4,1.75
918,2019-04-02,22.6,22.8,22.6,22.8,22.7,9.96,200,-0.1,-0.44
919,2019-04-01,22.5,22.9,22.2,22.9,22.63,10.0,400,-0.4,-1.72
920,2019-03-29,23.3,23.3,23.3,23.3,23.3,10.18,500,0.4,1.75
921,2019-03-28,22.6,22.9,22.6,22.9,22.8,10.0,300,0.0,0.0
922,2019-03-27,22.9,22.9,22.9,22.9,22.9,10.0,300,0.1,0.44
923,2019-03-26,22.5,22.8,22.2,22.8,22.31,9.96,15400,0.1,0.44
924,2019-03-25,22.6,22.7,22.6,22.7,22.65,9.92,200,-0.2,-0.87
925,2019-03-22,22.7,22.9,22.6,22.9,22.74,10.0,500,0.3,1.33
926,2019-03-21,23.5,23.5,22.5,22.6,22.63,9.87,2700,-0.1,-0.44
927,2019-03-20,22.7,22.7,22.7,22.7,22.7,9.92,800,-0.7,-2.99
928,2019-03-19,23.0,23.5,22.1,23.4,22.98,10.22,1100,-0.1,-0.43
929,2019-03-18,22.9,23.5,22.9,23.5,23.1,10.27,300,0.0,0.0
930,2019-03-15,23.0,23.5,23.0,23.5,23.33,10.27,300,0.1,0.43
931,2019-03-14,21.8,23.4,21.8,23.4,22.05,10.22,1300,0.2,0.86
932,2019-03-13,22.6,24.6,22.6,23.2,23.7,10.14,600,0.4,1.75
933,2019-03-12,22.8,22.8,22.8,22.8,22.8,9.96,200,-0.2,-0.87
934,2019-03-11,24.1,24.1,21.9,23.0,22.54,10.05,3500,0.5,2.22
935,2019-03-08,21.8,22.7,21.8,22.5,21.97,9.83,11400,-0.2,-0.88
936,2019-03-07,21.6,22.7,21.6,22.7,22.33,9.92,300,0.4,1.79
937,2019-03-06,21.6,22.3,21.6,22.3,21.66,9.74,1300,-0.2,-0.89
938,2019-03-05,21.6,22.9,21.6,22.5,22.22,9.83,1900,0.4,1.81
939,2019-03-04,23.0,23.3,21.2,22.1,22.43,9.66,14000,0.8,3.76
940,2019-03-01,21.3,21.3,21.3,21.3,21.3,9.31,100,-0.2,-0.93
941,2019-02-28,23.0,23.2,21.2,21.5,21.86,9.39,3700,0.0,0.0
942,2019-02-27,23.4,23.5,21.0,21.5,22.97,9.39,7100,0.1,0.47
943,2019-02-26,21.1,21.4,21.1,21.4,21.25,9.35,200,-0.1,-0.47
944,2019-02-25,21.0,21.5,21.0,21.5,21.13,9.39,400,0.0,0.0
945,2019-02-22,22.6,22.6,20.9,21.5,21.4,9.39,700,0.7,3.37
946,2019-02-21,20.9,21.3,20.8,20.8,20.95,9.09,600,-0.2,-0.95
947,2019-02-20,21.0,21.0,21.0,21.0,21.0,9.17,400,-0.5,-2.33
948,2019-02-19,19.8,22.5,19.8,21.5,21.39,9.39,700,0.8,3.86
949,2019-02-18,21.0,21.0,20.7,20.7,20.85,9.04,200,-0.6,-2.82
950,2019-02-15,22.0,23.2,21.1,21.3,21.9,9.31,400,0.2,0.95
951,2019-02-14,21.0,21.1,21.0,21.1,21.05,9.22,200,-0.3,-1.4
952,2019-02-13,21.0,21.4,21.0,21.4,21.3,9.35,400,0.1,0.47
953,2019-02-12,20.7,21.3,20.6,21.3,20.98,9.31,400,0.5,2.4
954,2019-02-11,21.0,21.0,20.8,20.8,20.9,9.09,300,-0.3,-1.42
955,2019-02-01,21.1,21.1,21.1,21.1,21.1,9.22,0,0.0,0.0
956,2019-01-31,21.9,22.0,21.1,21.1,21.73,9.22,6900,-0.8,-3.65
957,2019-01-30,20.8,21.9,20.5,21.9,21.32,9.57,1300,1.4,6.83
958,2019-01-29,21.1,21.1,20.5,20.5,20.8,8.96,200,-0.8,-3.76
959,2019-01-28,20.2,21.7,19.9,21.3,20.84,9.31,500,-0.1,-0.47
960,2019-01-25,21.4,21.4,21.4,21.4,21.4,9.35,100,0.2,0.94
961,2019-01-24,21.2,21.2,21.2,21.2,21.2,9.26,200,-0.4,-1.85
962,2019-01-23,21.0,21.6,20.1,21.6,20.55,9.44,1000,0.0,0.0
963,2019-01-22,21.6,21.6,21.1,21.6,21.43,9.44,300,0.0,0.0
964,2019-01-21,23.7,23.7,21.6,21.6,22.15,9.44,400,-0.1,-0.46
965,2019-01-18,21.1,22.1,21.1,21.7,21.64,9.48,500,0.1,0.46
966,2019-01-17,21.1,21.6,21.1,21.6,21.43,9.44,300,0.0,0.0
967,2019-01-16,21.0,21.6,21.0,21.6,21.48,9.44,500,0.5,2.37
968,2019-01-15,21.0,21.4,21.0,21.1,21.15,9.22,400,-0.1,-0.47
969,2019-01-14,20.9,21.2,20.9,21.2,21.05,9.26,200,0.1,0.47
970,2019-01-11,21.8,21.8,21.1,21.1,21.43,9.22,600,-0.3,-1.4
971,2019-01-10,20.4,21.4,18.8,21.4,20.48,9.35,500,1.2,5.94
972,2019-01-09,21.1,21.4,20.0,20.2,20.68,8.83,400,-1.1,-5.16
973,2019-01-08,20.9,21.3,20.8,21.3,21.02,9.31,500,0.4,1.91
974,2019-01-07,21.1,21.1,20.7,20.9,20.93,9.13,1100,-0.9,-4.13
975,2019-01-04,21.0,21.8,21.0,21.8,21.6,9.52,800,0.4,1.87
976,2019-01-03,20.9,21.4,20.9,21.4,21.23,9.35,600,-0.6,-2.73
977,2019-01-02,20.7,22.0,20.7,22.0,21.0,9.61,700,-0.5,-2.22
978,2018-12-28,24.5,24.5,21.3,22.5,22.72,9.83,17200,-0.3,-1.32
979,2018-12-27,24.0,25.0,21.1,22.8,23.04,9.96,3000,0.0,0.0
980,2018-12-26,23.0,23.0,21.0,22.8,22.16,9.96,4200,1.1,5.07
981,2018-12-25,22.4,22.4,21.2,21.7,21.73,9.48,800,0.0,0.0
982,2018-12-24,22.0,22.0,21.7,21.7,21.78,9.48,400,-0.7,-3.13
983,2018-12-21,21.8,22.5,21.6,22.4,22.15,9.79,5900,0.6,2.75
984,2018-12-20,21.6,21.8,21.6,21.8,21.7,9.52,200,-0.1,-0.46
985,2018-12-19,21.6,21.9,21.6,21.9,21.8,9.57,300,-0.2,-0.9
986,2018-12-18,21.6,23.6,21.2,22.1,23.13,9.66,8600,0.5,2.31
987,2018-12-17,22.2,22.5,21.6,21.6,21.83,9.44,1700,-1.2,-5.26
988,2018-12-14,21.9,23.0,21.0,22.8,22.47,9.96,9800,0.9,4.11
989,2018-12-13,22.0,22.0,21.8,21.9,21.94,9.57,800,-0.1,-0.45
990,2018-12-12,21.7,22.0,21.6,22.0,21.83,9.61,400,0.3,1.38
991,2018-12-11,24.0,24.0,21.6,21.7,22.25,9.48,800,-0.4,-1.81
992,2018-12-10,22.5,22.5,20.3,22.1,21.08,9.66,2500,1.1,5.24
993,2018-12-07,19.3,21.0,19.1,21.0,20.79,9.17,10000,1.5,7.69
994,2018-12-06,18.9,19.8,18.8,19.5,19.36,8.52,700,0.7,3.72
995,2018-12-05,20.0,20.0,17.4,18.8,18.66,8.21,2100,0.0,0.0
996,2018-12-04,20.0,20.0,18.6,18.8,18.81,8.21,1400,0.1,0.53
997,2018-12-03,20.0,20.0,18.7,18.7,18.98,8.17,1000,-1.3,-6.5
998,2018-11-30,18.5,20.0,18.5,20.0,19.84,8.74,10600,1.4,7.53
999,2018-11-29,18.8,18.8,18.6,18.6,18.65,8.13,800,0.2,1.09
1000,2018-11-28,18.7,18.7,18.4,18.4,18.59,8.04,1100,-0.5,-2.65
1001,2018-11-27,18.5,19.4,18.5,18.9,18.83,8.26,6400,0.4,2.16
1002,2018-11-26,18.0,18.5,18.0,18.5,18.4,8.08,500,0.0,0.0
1003,2018-11-23,19.4,19.5,18.4,18.5,18.77,8.08,8000,-0.5,-2.63
1004,2018-11-22,17.1,19.9,17.1,19.0,18.81,8.3,4400,0.6,3.26
1005,2018-11-21,17.1,18.4,17.1,18.4,18.13,8.04,1500,-0.1,-0.54
1006,2018-11-20,18.0,18.5,18.0,18.5,18.48,8.08,2000,0.1,0.54
1007,2018-11-19,18.0,18.4,18.0,18.4,18.01,8.04,7700,0.1,0.55
1008,2018-11-16,18.4,18.4,18.0,18.3,18.34,7.99,1600,-0.1,-0.54
1009,2018-11-15,16.2,19.4,16.2,18.4,18.44,8.04,5900,0.6,3.37
1010,2018-11-14,17.3,17.8,17.3,17.8,17.63,7.78,300,0.2,1.14
1011,2018-11-13,17.0,17.6,17.0,17.6,17.44,7.69,3200,0.1,0.57
1012,2018-11-12,17.1,17.6,17.1,17.5,17.43,7.65,400,-0.3,-1.69
1013,2018-11-09,17.3,17.9,16.8,17.8,17.57,7.78,6100,0.9,5.33
1014,2018-11-08,16.8,16.9,16.8,16.9,16.85,7.38,200,-0.6,-3.43
1015,2018-11-07,17.1,17.5,17.0,17.5,17.28,7.65,600,0.1,0.57
1016,2018-11-06,16.9,17.4,16.9,17.4,17.15,7.6,400,0.0,0.0
1017,2018-11-05,17.0,17.4,16.9,17.4,17.16,7.6,700,-0.3,-1.69
1018,2018-11-02,17.7,17.7,17.7,17.7,17.7,7.73,400,1.1,6.63
1019,2018-11-01,16.1,16.8,16.1,16.6,16.59,7.25,3600,-0.4,-2.35
1020,2018-10-31,18.4,18.6,15.8,17.0,16.35,7.43,43300,-0.3,-1.73
1021,2018-10-30,15.4,17.8,15.4,17.3,17.35,7.5600000000000005,1900,0.5,2.98
1022,2018-10-29,18.1,18.1,16.8,16.8,17.28,7.34,1300,-0.7,-4.0
1023,2018-10-26,17.9,17.9,16.7,17.5,17.43,7.65,1500,0.7,4.17
1024,2018-10-25,17.4,19.1,16.6,16.8,16.8,7.34,4000,-0.6,-3.45
1025,2018-10-24,16.8,17.4,16.8,17.4,17.2,7.6,300,0.8,4.82
1026,2018-10-23,18.7,18.7,16.6,16.6,17.1,7.25,900,-0.4,-2.35
1027,2018-10-22,15.9,17.4,15.9,17.0,16.82,7.43,1400,-0.2,-1.16
1028,2018-10-19,17.8,17.8,16.9,17.2,17.19,7.51,900,0.1,0.58
1029,2018-10-18,17.0,17.1,16.9,17.1,16.98,7.47,900,-0.1,-0.58
1030,2018-10-17,17.0,17.2,16.9,17.2,17.12,7.51,2700,0.1,0.58
1031,2018-10-16,18.0,18.0,17.1,17.1,17.24,7.47,1000,-0.1,-0.58
1032,2018-10-15,18.0,18.0,15.9,17.2,17.22,7.51,1700,-0.4,-2.27
1033,2018-10-12,17.2,18.1,15.2,17.6,17.56,7.69,15800,1.0,6.02
1034,2018-10-11,16.9,17.2,16.0,16.6,16.6,7.25,12500,-0.6,-3.49
1035,2018-10-10,16.1,17.4,16.1,17.2,17.03,7.51,600,0.0,0.0
1036,2018-10-09,17.3,17.3,16.0,17.2,17.13,7.51,1000,-0.1,-0.58
1037,2018-10-08,17.1,17.3,17.1,17.3,17.13,7.5600000000000005,2000,-0.1,-0.57
1038,2018-10-05,16.4,17.8,16.4,17.4,17.09,7.6,171600,1.0,6.1
1039,2018-10-04,16.5,16.5,16.3,16.4,16.33,7.16,2200,0.1,0.61
1040,2018-10-03,16.0,16.3,16.0,16.3,16.11,7.12,6300,0.0,0.0
1041,2018-10-02,17.2,17.2,15.6,16.3,16.44,7.12,6700,-0.9,-5.23
1042,2018-10-01,20.4,20.7,17.2,17.2,17.27,7.51,274800,-1.9,-9.95
1043,2018-09-28,19.1,19.1,19.1,19.1,19.1,8.34,100,-0.5,-2.55
1044,2018-09-27,19.6,19.6,19.6,19.6,19.6,8.56,0,0.0,0.0
1045,2018-09-26,20.5,20.5,17.0,19.6,18.03,8.56,15600,0.9,4.81
1046,2018-09-25,18.7,18.7,18.7,18.7,18.7,8.17,100,-1.7,-8.33
1047,2018-09-24,20.4,20.4,20.4,20.4,20.4,8.91,300,0.3,1.49
1048,2018-09-21,20.6,20.6,20.1,20.1,20.4,8.78,300,0.0,0.0
1049,2018-09-20,20.1,20.1,20.1,20.1,20.1,8.78,100,-0.7,-3.37
1050,2018-09-19,22.5,22.5,20.8,20.8,21.65,9.09,200,0.2,0.97
1051,2018-09-18,20.6,20.6,20.6,20.6,20.6,9.0,0,0.0,0.0
1052,2018-09-17,21.4,21.4,20.2,20.6,21.04,9.0,900,0.0,0.0
1053,2018-09-14,20.6,20.6,20.6,20.6,20.6,9.0,100,-0.8,-3.74
1054,2018-09-13,21.4,21.4,21.4,21.4,21.4,9.35,100,0.1,0.47
1055,2018-09-12,20.7,21.3,20.6,21.3,20.85,9.31,4500,-1.4,-6.17
1056,2018-09-11,22.9,22.9,22.3,22.7,22.65,9.92,400,-0.3,-1.3
1057,2018-09-10,23.5,23.5,23.0,23.0,23.38,10.05,1700,-1.0,-4.17
1058,2018-09-07,24.0,24.0,24.0,24.0,24.0,10.49,100,-0.7,-2.83
1059,2018-09-06,22.9,24.7,22.9,24.7,24.1,10.79,300,0.0,0.0
1060,2018-09-05,22.6,24.7,22.6,24.7,24.1,10.79,400,0.3,1.23
1061,2018-09-04,22.9,24.4,22.9,24.4,23.65,10.66,200,-0.9,-3.56
1062,2018-08-31,23.2,25.3,23.2,25.3,24.63,11.05,600,0.0,0.0
1063,2018-08-30,22.7,25.3,22.7,25.3,24.0,11.05,200,0.4,1.61
1064,2018-08-29,25.1,25.1,24.9,24.9,24.91,10.88,2800,-2.7,-9.78
1065,2018-08-28,23.2,27.6,23.2,27.6,24.7,12.06,300,1.9,7.39
1066,2018-08-27,25.7,25.7,25.7,25.7,25.7,11.23,1700,-2.8,-9.82
1067,2018-08-24,26.4,28.5,26.4,28.5,26.46,12.45,3600,-0.4,-1.38
1068,2018-08-23,25.9,28.9,25.9,28.9,27.16,12.63,500,0.3,1.05
1069,2018-08-22,25.4,28.6,25.4,28.6,27.0,12.49,200,0.8,2.88
1070,2018-08-21,25.5,27.8,25.5,27.8,26.74,12.15,800,-0.4,-1.42
1071,2018-08-20,26.0,28.2,25.7,28.2,26.16,12.32,1200,-0.3,-1.05
1072,2018-08-17,24.3,28.5,24.3,28.5,27.66,12.45,500,1.7,6.34
1073,2018-08-16,22.3,26.8,22.3,26.8,25.3,11.71,300,2.2,8.94
1074,2018-08-15,24.6,24.6,24.6,24.6,24.6,10.75,300,-2.5,-9.23
1075,2018-08-14,27.2,27.2,27.1,27.1,27.13,11.84,700,-1.7,-5.9
1076,2018-08-13,27.1,28.8,27.1,28.8,27.95,12.58,200,-0.2,-0.69
1077,2018-08-10,27.0,29.0,27.0,29.0,28.33,12.67,300,-1.0,-3.33
1078,2018-08-09,26.9,30.0,26.7,30.0,27.63,13.11,400,2.2,7.91
1079,2018-08-08,27.8,27.8,27.8,27.8,27.8,12.15,100,1.8,6.92
1080,2018-08-07,25.3,26.0,25.3,26.0,25.65,11.36,200,-0.5,-1.89
1081,2018-08-06,26.5,26.5,26.5,26.5,26.5,11.58,200,-0.4,-1.49
1082,2018-08-03,26.9,26.9,26.9,26.9,26.9,11.75,500,0.4,1.51
1083,2018-08-02,24.1,26.5,24.1,26.5,25.7,11.58,20300,1.3,5.16
1084,2018-08-01,25.2,25.2,25.2,25.2,25.2,11.01,100,-2.7,-9.68
1085,2018-07-31,26.0,27.9,26.0,27.9,27.73,12.19,1100,1.2,4.49
1086,2018-07-30,24.7,26.7,24.7,26.7,25.9,11.66,500,2.0,8.1
1087,2018-07-27,20.3,24.7,20.3,24.7,23.87,10.79,600,2.2,9.78
1088,2018-07-26,22.3,22.5,22.3,22.5,22.4,9.83,200,-2.2,-8.91
1089,2018-07-25,23.4,24.7,23.4,24.7,24.02,10.79,500,-1.3,-5.0
1090,2018-07-24,27.1,27.1,25.9,26.0,26.51,11.36,800,-1.7,-6.14
1091,2018-07-23,27.7,27.7,27.7,27.7,27.7,12.1,100,1.6,6.13
1092,2018-07-20,26.9,26.9,26.1,26.1,26.44,11.4,700,-0.9,-3.33
1093,2018-07-19,26.8,27.0,26.8,27.0,26.93,11.8,1100,-0.4,-1.46
1094,2018-07-18,26.0,27.4,26.0,27.4,26.4,11.97,700,1.4,5.38
1095,2018-07-17,27.0,27.0,24.0,26.0,25.67,11.36,300,1.3,5.26
1096,2018-07-16,22.5,24.7,22.5,24.7,24.26,10.79,1300,2.1,9.29
1097,2018-07-13,23.7,23.7,22.6,22.6,23.33,9.87,300,0.8,3.67
1098,2018-07-12,21.0,22.2,21.0,21.8,22.03,9.52,53300,1.6,7.92
1099,2018-07-11,20.0,20.4,20.0,20.2,20.18,8.83,900,0.0,0.0
1100,2018-07-10,19.7,22.2,19.7,20.2,20.35,8.83,1400,-0.3,-1.46
1101,2018-07-09,19.9,20.6,17.7,20.5,20.0,8.96,51200,1.4,7.33
1102,2018-07-06,17.9,19.1,17.9,19.1,18.8,8.34,400,1.1,6.11
1103,2018-07-05,17.8,18.0,17.4,18.0,17.75,7.86,1600,0.0,0.0
1104,2018-07-04,17.0,18.2,17.0,18.0,17.78,7.86,5400,1.3,7.78
1105,2018-07-03,16.1,16.7,16.0,16.7,16.53,7.3,3200,0.9,5.7
1106,2018-07-02,16.1,16.1,15.8,15.8,15.9,6.9,600,0.6,3.95
1107,2018-06-29,15.5,15.5,15.2,15.2,15.21,6.64,3000,-0.7,-4.4
1108,2018-06-28,15.1,17.3,15.1,15.9,16.4,6.95,3200,-0.5,-3.05
1109,2018-06-27,14.9,16.8,14.9,16.4,16.42,7.16,1900,0.6,3.8
1110,2018-06-26,16.4,16.4,15.6,15.8,15.7,6.9,1900,-1.4,-8.14
1111,2018-06-25,15.4,17.2,15.3,17.2,15.7,7.51,1800,1.4,8.86
1112,2018-06-22,15.2,17.7,14.7,15.8,16.65,6.9,261800,-0.3,-1.86
1113,2018-06-21,17.0,17.4,16.1,16.1,16.6,7.03,4400,-1.5,-8.52
1114,2018-06-20,17.4,17.8,17.4,17.6,17.62,7.69,347500,-0.4,-2.22
1115,2018-06-19,18.2,20.0,17.3,18.0,18.1,7.86,6300,-0.7,-3.74
1116,2018-06-18,18.3,20.8,18.3,18.7,20.65,8.17,3800,-0.4,-2.09
1117,2018-06-15,19.1,19.1,18.8,19.1,19.05,8.34,341800,-1.7,-8.17
1118,2018-06-14,18.2,20.8,18.2,20.8,19.5,9.09,200,1.7,8.9
1119,2018-06-13,20.0,20.0,18.3,19.1,19.62,8.34,1100,-0.9,-4.5
1120,2018-06-12,19.0,21.4,19.0,20.0,21.29,8.74,363000,0.5,2.56
1121,2018-06-11,19.4,21.0,19.3,19.5,20.64,8.52,10500,0.1,0.52
1122,2018-06-08,19.9,21.3,19.1,19.4,20.64,8.48,3900,-0.4,-2.02
1123,2018-06-07,19.1,21.0,19.1,19.8,20.54,8.65,2200,0.2,1.02
1124,2018-06-06,19.6,19.6,19.6,19.6,19.6,8.56,100,-0.2,-1.01
1125,2018-06-05,19.4,20.6,19.4,19.8,20.31,8.65,900,0.7,3.66
1126,2018-06-04,19.1,19.1,19.1,19.1,19.1,8.34,100,-0.2,-1.04
1127,2018-06-01,19.8,21.0,19.0,19.3,20.33,8.43,1000,-1.8,-8.53
1128,2018-05-31,19.5,21.1,19.4,21.1,20.63,9.22,700,1.5,7.65
1129,2018-05-30,19.6,19.6,19.6,19.6,19.6,8.56,100,-0.5,-2.49
1130,2018-05-29,19.5,20.1,19.5,20.1,19.86,8.78,500,-0.2,-0.99
1131,2018-05-28,20.1,20.4,20.1,20.3,20.23,8.87,600,-1.0,-4.69
1132,2018-05-25,20.3,21.3,20.3,21.3,21.27,9.31,3300,-1.2,-5.33
1133,2018-05-24,22.2,22.5,22.2,22.5,22.34,9.83,500,-0.1,-0.44
1134,2018-05-23,23.5,23.5,22.6,22.6,22.61,9.87,30800,-1.3,-5.44
1135,2018-05-22,23.3,23.9,23.3,23.9,23.6,10.44,200,-0.7,-2.85
1136,2018-05-21,26.4,27.0,23.3,24.6,25.87,10.75,15900,-0.3,-1.2
1137,2018-05-18,25.0,25.0,24.9,24.9,24.96,10.88,1800,0.0,0.0
1138,2018-05-17,24.9,24.9,24.9,24.9,24.9,10.88,200,0.0,0.0
1139,2018-05-16,24.9,24.9,24.7,24.9,24.88,10.88,365000,0.0,0.0
1140,2018-05-15,26.4,28.5,24.9,24.9,25.9,10.88,31800,-1.6,-6.04
1141,2018-05-14,25.2,26.9,25.2,26.5,26.44,11.58,3000,0.0,0.0
1142,2018-05-11,24.8,26.7,24.8,26.5,26.3,11.58,131800,1.5,6.0
1143,2018-05-10,23.9,27.5,23.9,25.0,26.17,10.92,447800,0.0,0.0
1144,2018-05-09,26.9,27.2,23.2,25.0,25.38,10.92,12100,0.2,0.81
1145,2018-05-08,27.0,29.5,24.7,24.8,26.3,10.83,21600,-2.1,-7.81
1146,2018-05-07,26.9,27.9,26.3,26.9,26.91,11.75,420500,0.0,0.0
1147,2018-05-04,26.1,27.5,26.1,26.9,26.68,11.75,5600,1.9,7.6
1148,2018-05-03,27.1,27.1,24.3,25.0,25.46,10.92,500,0.0,0.0
1149,2018-05-02,25.7,25.9,25.0,25.0,25.65,10.92,7900,-2.2,-8.09
