,date,open price,high price,low price,close price,AVG price,adjusted close price,volume,value fluctuation,rate fluctuation
2501,2012-11-21,2.5,2.5,2.5,2.5,2.5,1.09,33300,-0.1,-3.85
2502,2012-11-20,2.6,2.6,2.6,2.6,2.6,1.1400000000000001,151700,-0.1,-3.7
2503,2012-11-19,2.8,2.8,2.7,2.7,2.7,1.18,106300,-0.2,-6.9
2504,2012-11-16,2.7,2.9,2.7,2.9,2.75,1.27,12200,0.0,0.0
2505,2012-11-15,2.7,2.9,2.7,2.9,2.74,1.27,21700,0.0,0.0
2506,2012-11-14,2.8,2.9,2.8,2.9,2.8,1.27,30200,0.0,0.0
2507,2012-11-13,2.8,2.9,2.7,2.9,2.74,1.27,14000,0.0,0.0
2508,2012-11-12,2.8,2.9,2.8,2.9,2.8200000000000003,1.27,68900,0.1,3.57
2509,2012-11-09,2.7,2.8,2.7,2.8,2.71,1.22,21400,0.0,0.0
2510,2012-11-08,2.7,2.8,2.7,2.8,2.7,1.22,11000,-0.1,-3.45
2511,2012-11-07,2.8,2.9,2.8,2.9,2.8200000000000003,1.27,8000,0.1,3.57
2512,2012-11-06,2.8,2.8,2.6,2.8,2.66,1.22,32400,0.1,3.7
2513,2012-11-05,2.8,2.8,2.7,2.7,2.7,1.18,33500,-0.2,-6.9
2514,2012-11-02,2.8,2.9,2.8,2.9,2.8,1.27,57800,-0.1,-3.33
2515,2012-11-01,2.9,3.0,2.9,3.0,2.9,1.31,6200,0.0,0.0
2516,2012-10-31,2.9,3.0,2.8,3.0,2.89,1.31,28600,0.0,0.0
2517,2012-10-30,2.9,3.0,2.8,3.0,2.88,1.31,46100,0.0,0.0
2518,2012-10-29,3.0,3.0,3.0,3.0,3.0,1.31,7700,0.0,0.0
2519,2012-10-26,2.9,3.0,2.8,3.0,2.93,1.31,22600,0.1,3.45
2520,2012-10-25,2.9,3.0,2.9,2.9,2.9,1.27,40100,-0.1,-3.33
2521,2012-10-24,3.1,3.1,2.9,3.0,2.9699999999999998,1.31,30200,-0.1,-3.23
2522,2012-10-23,3.1,3.1,3.1,3.1,3.1,1.35,100,0.2,6.9
2523,2012-10-22,3.0,3.0,2.9,2.9,2.96,1.27,33800,-0.1,-3.33
2524,2012-10-19,3.1,3.2,2.9,3.0,3.01,1.31,119800,-0.2,-6.25
2525,2012-10-18,3.2,3.2,3.1,3.2,3.12,1.4,63400,0.0,0.0
2526,2012-10-17,3.3,3.3,3.1,3.2,3.12,1.4,118500,-0.1,-3.03
2527,2012-10-16,3.2,3.3,3.2,3.3,3.26,1.44,81700,0.1,3.13
2528,2012-10-15,3.1,3.2,3.1,3.2,3.1,1.4,29000,0.0,0.0
2529,2012-10-12,3.3,3.3,3.2,3.2,3.2,1.4,50000,-0.1,-3.03
2530,2012-10-11,3.2,3.4,3.2,3.3,3.34,1.44,110900,0.1,3.13
2531,2012-10-10,3.2,3.2,3.1,3.2,3.19,1.4,35400,0.0,0.0
2532,2012-10-09,3.2,3.3,3.1,3.2,3.19,1.4,21600,0.0,0.0
2533,2012-10-08,3.1,3.2,3.0,3.2,3.12,1.4,54000,0.1,3.23
2534,2012-10-05,3.0,3.2,3.0,3.1,3.09,1.35,34300,0.1,3.33
2535,2012-10-04,3.0,3.0,2.9,3.0,2.9699999999999998,1.31,7500,-0.1,-3.23
2536,2012-10-03,3.1,3.1,3.1,3.1,3.1,1.35,14000,0.1,3.33
2537,2012-10-02,3.1,3.1,2.9,3.0,2.99,1.31,42200,-0.1,-3.23
2538,2012-10-01,3.0,3.1,3.0,3.1,3.01,1.35,31000,-0.1,-3.13
2539,2012-09-28,3.1,3.2,3.1,3.2,3.12,1.4,17600,-0.1,-3.03
2540,2012-09-27,3.2,3.3,3.2,3.3,3.2,1.44,7300,0.0,0.0
2541,2012-09-26,3.3,3.3,3.2,3.3,3.21,1.44,65100,0.0,0.0
2542,2012-09-25,3.3,3.3,3.1,3.3,3.13,1.44,21600,0.0,0.0
2543,2012-09-24,3.3,3.3,3.2,3.3,3.2800000000000002,1.44,14300,-0.1,-2.94
2544,2012-09-21,3.2,3.4,3.2,3.4,3.3,1.49,20700,0.0,0.0
2545,2012-09-20,3.4,3.4,3.2,3.4,3.22,1.49,68000,0.0,0.0
2546,2012-09-19,3.2,3.4,3.2,3.4,3.26,1.49,88200,0.1,3.03
2547,2012-09-18,3.5,3.5,3.3,3.3,3.4,1.44,167800,-0.2,-5.71
2548,2012-09-17,3.6,3.6,3.4,3.5,3.5300000000000002,1.53,71000,0.1,2.94
2549,2012-09-14,3.3,3.4,3.3,3.4,3.37,1.49,39300,0.2,6.25
2550,2012-09-13,3.0,3.2,3.0,3.2,3.14,1.4,13500,0.1,3.23
2551,2012-09-12,3.1,3.1,3.1,3.1,3.1,1.35,27900,0.0,0.0
2552,2012-09-11,3.1,3.1,3.0,3.1,3.05,1.35,77700,-0.1,-3.13
2553,2012-09-10,3.4,3.4,3.2,3.2,3.21,1.4,131400,-0.2,-5.88
2554,2012-09-07,3.5,3.5,3.3,3.4,3.42,1.49,24200,-0.1,-2.86
2555,2012-09-06,3.4,3.5,3.3,3.5,3.41,1.53,29600,0.0,0.0
2556,2012-09-05,3.5,3.5,3.5,3.5,3.5,1.53,76200,-0.1,-2.78
2557,2012-09-04,3.6,3.6,3.5,3.6,3.56,1.57,18800,0.0,0.0
2558,2012-08-31,3.5,3.6,3.5,3.6,3.5300000000000002,1.57,25900,0.0,0.0
2559,2012-08-30,3.6,3.7,3.6,3.6,3.6,1.57,127100,0.0,0.0
2560,2012-08-29,3.5,3.6,3.5,3.6,3.59,1.57,97500,0.2,5.88
2561,2012-08-28,3.3,3.4,3.2,3.4,3.27,1.49,49600,0.1,3.03
2562,2012-08-27,3.5,3.5,3.3,3.3,3.32,1.44,55800,-0.2,-5.71
2563,2012-08-24,3.2,3.5,3.1,3.5,3.33,1.53,200500,0.2,6.06
2564,2012-08-23,3.4,3.6,3.3,3.3,3.32,1.44,266600,-0.2,-5.71
2565,2012-08-22,3.5,3.6,3.5,3.5,3.51,1.53,130600,-0.2,-5.41
2566,2012-08-21,3.8,3.8,3.7,3.7,3.71,1.62,191200,-0.1,-2.63
2567,2012-08-20,3.9,4.0,3.8,3.8,3.89,1.6600000000000001,110700,-0.1,-2.56
2568,2012-08-17,3.9,3.9,3.9,3.9,3.9,1.7000000000000002,74300,0.0,0.0
2569,2012-08-16,3.8,3.9,3.8,3.9,3.83,1.7000000000000002,16600,0.1,2.63
2570,2012-08-15,3.8,3.9,3.8,3.8,3.8,1.6600000000000001,104700,-0.1,-2.56
2571,2012-08-14,3.9,4.0,3.9,3.9,3.9,1.7000000000000002,215300,0.0,0.0
2572,2012-08-13,3.8,3.9,3.8,3.9,3.81,1.7000000000000002,86100,-0.1,-2.5
2573,2012-08-10,4.0,4.0,3.9,4.0,3.92,1.75,41920,0.0,0.0
2574,2012-08-09,4.1,4.1,4.0,4.0,4.07,1.75,76900,-0.1,-2.44
2575,2012-08-08,4.0,4.1,4.0,4.1,4.01,1.79,1146000,0.1,2.5
2576,2012-08-07,4.0,4.0,3.9,4.0,3.9699999999999998,1.75,52100,0.0,0.0
2577,2012-08-06,3.9,4.0,3.9,4.0,3.99,1.75,185700,0.2,5.26
2578,2012-08-03,3.9,3.9,3.8,3.8,3.8,1.6600000000000001,28900,0.0,0.0
2579,2012-08-02,3.8,3.9,3.8,3.8,3.87,1.6600000000000001,34700,-0.1,-2.56
2580,2012-08-01,3.8,3.9,3.7,3.9,3.7800000000000002,1.7000000000000002,164700,0.0,0.0
2581,2012-07-31,3.9,4.0,3.8,3.9,3.9,1.7000000000000002,159800,0.0,0.0
2582,2012-07-30,3.9,3.9,3.7,3.9,3.8,1.7000000000000002,35600,0.0,0.0
2583,2012-07-27,4.0,4.0,3.8,3.9,3.86,1.7000000000000002,122000,0.0,0.0
2584,2012-07-26,3.9,3.9,3.8,3.9,3.85,1.7000000000000002,94700,0.0,0.0
2585,2012-07-25,3.8,3.9,3.7,3.9,3.8,1.7000000000000002,43400,0.1,2.63
2586,2012-07-24,3.9,3.9,3.7,3.8,3.81,1.6600000000000001,77000,-0.1,-2.56
2587,2012-07-23,4.0,4.2,3.9,3.9,4.05,1.7000000000000002,72300,-0.3,-7.14
2588,2012-07-20,4.2,4.3,4.1,4.2,4.17,1.83,154000,0.1,2.44
2589,2012-07-19,4.0,4.1,4.0,4.1,4.09,1.79,270000,0.2,5.13
2590,2012-07-18,4.0,4.1,3.9,3.9,3.99,1.7000000000000002,156000,-0.1,-2.5
2591,2012-07-17,3.9,4.1,3.9,4.0,3.98,1.75,58900,0.1,2.56
2592,2012-07-16,4.0,4.1,3.8,3.9,3.84,1.7000000000000002,107900,0.0,0.0
2593,2012-07-13,3.7,3.9,3.7,3.9,3.86,1.7000000000000002,147600,0.2,5.41
2594,2012-07-12,3.6,3.7,3.4,3.7,3.58,1.62,159600,0.1,2.78
2595,2012-07-11,3.6,3.7,3.5,3.6,3.6,1.57,44100,0.0,0.0
2596,2012-07-10,3.7,3.7,3.5,3.6,3.5300000000000002,1.57,83900,-0.1,-2.7
2597,2012-07-09,3.8,3.8,3.7,3.7,3.71,1.62,132000,-0.1,-2.63
2598,2012-07-06,3.9,4.0,3.8,3.8,3.89,1.6600000000000001,99800,-0.1,-2.56
2599,2012-07-05,3.7,3.9,3.6,3.9,3.7800000000000002,1.7000000000000002,168600,0.2,5.41
2600,2012-07-04,3.8,3.9,3.7,3.7,3.7800000000000002,1.62,43500,-0.1,-2.63
2601,2012-07-03,3.9,3.9,3.7,3.8,3.77,1.6600000000000001,40800,-0.1,-2.56
2602,2012-07-02,4.0,4.0,3.8,3.9,3.9,1.7000000000000002,90800,-0.1,-2.5
2603,2012-06-29,4.3,4.3,4.0,4.0,4.06,1.75,29200,-0.2,-4.76
2604,2012-06-28,3.9,4.2,3.8,4.2,3.93,1.83,121100,0.2,5.0
2605,2012-06-27,4.0,4.1,3.9,4.0,3.99,1.75,125400,0.1,2.56
2606,2012-06-26,4.1,4.1,3.9,3.9,3.91,1.7000000000000002,290800,-0.2,-4.88
2607,2012-06-25,4.3,4.3,4.0,4.1,4.11,1.79,100100,-0.3,-6.82
2608,2012-06-22,4.4,4.5,4.3,4.4,4.32,1.92,117200,0.0,0.0
2609,2012-06-21,4.4,4.5,4.3,4.4,4.4,1.92,66700,0.0,0.0
2610,2012-06-20,4.4,4.5,4.3,4.4,4.36,1.92,48500,0.1,2.33
2611,2012-06-19,4.3,4.5,4.3,4.3,4.36,1.88,48900,-0.2,-4.44
2612,2012-06-18,4.6,4.6,4.4,4.5,4.51,1.97,88200,0.0,0.0
2613,2012-06-15,4.4,4.5,4.3,4.5,4.43,1.97,96500,0.2,4.65
2614,2012-06-14,4.4,4.5,4.3,4.3,4.37,1.88,149300,-0.1,-2.27
2615,2012-06-13,4.5,4.5,4.3,4.4,4.42,1.92,103700,-0.1,-2.22
2616,2012-06-12,4.5,4.6,4.4,4.5,4.44,1.97,166400,-0.2,-4.26
2617,2012-06-11,4.6,4.7,4.5,4.7,4.6,2.05,92500,0.0,0.0
2618,2012-06-08,5.0,5.0,4.6,4.7,4.79,2.05,219300,-0.1,-2.08
2619,2012-06-07,4.5,4.8,4.5,4.8,4.73,2.1,554600,0.3,6.67
2620,2012-06-06,4.4,4.6,4.3,4.5,4.46,1.97,115700,0.0,0.0
2621,2012-06-05,4.3,4.5,4.3,4.5,4.34,1.97,96200,0.1,2.27
2622,2012-06-04,4.5,4.5,4.2,4.4,4.24,1.92,138500,-0.1,-2.22
2623,2012-06-01,4.4,4.7,4.4,4.5,4.48,1.97,147300,0.1,2.27
2624,2012-05-31,4.4,4.4,4.3,4.4,4.34,1.92,143800,-0.1,-2.22
2625,2012-05-30,4.6,4.6,4.4,4.5,4.51,1.97,103400,0.0,0.0
2626,2012-05-29,4.5,4.6,4.4,4.5,4.5,1.97,114800,-0.1,-2.17
2627,2012-05-28,4.7,4.7,4.5,4.6,4.67,2.01,417400,0.2,4.55
2628,2012-05-25,4.3,4.4,4.3,4.4,4.4,1.92,56600,0.0,0.0
2629,2012-05-24,4.3,4.4,4.1,4.4,4.2,1.92,197300,0.1,2.33
2630,2012-05-23,4.6,4.6,4.3,4.3,4.35,1.88,190300,-0.3,-6.52
2631,2012-05-22,4.6,4.6,4.5,4.6,4.58,2.01,412100,0.3,6.98
2632,2012-05-21,4.3,4.3,4.2,4.3,4.29,1.88,132200,0.3,7.5
2633,2012-05-18,4.3,4.3,4.0,4.0,4.07,1.75,505400,-0.3,-6.98
2634,2012-05-17,4.4,4.7,4.3,4.3,4.42,1.88,321900,-0.3,-6.52
2635,2012-05-16,4.4,4.7,4.3,4.6,4.45,2.01,384800,0.0,0.0
2636,2012-05-15,4.8,4.9,4.6,4.6,4.65,2.01,409200,-0.3,-6.12
2637,2012-05-14,5.2,5.2,4.9,4.9,4.99,2.14,412200,-0.4,-7.55
2638,2012-05-11,5.7,5.7,5.2,5.3,5.37,2.32,612200,-0.3,-5.36
2639,2012-05-10,5.4,5.6,5.4,5.6,5.47,2.45,546300,0.2,3.7
2640,2012-05-09,5.3,5.5,5.2,5.4,5.34,2.36,332800,0.0,0.0
2641,2012-05-08,5.9,5.9,5.4,5.4,5.62,2.36,596100,-0.2,-3.57
2642,2012-05-07,5.3,5.6,5.3,5.6,5.55,2.45,489600,0.3,5.66
2643,2012-05-04,5.0,5.3,5.0,5.3,5.19,2.32,761200,0.4,8.16
2644,2012-05-03,5.0,5.1,4.8,4.9,4.96,2.14,266800,-0.1,-2.0
2645,2012-05-02,5.0,5.1,4.9,5.0,5.07,2.18,875000,0.2,4.17
2646,2012-04-27,4.6,4.9,4.6,4.8,4.79,2.1,428610,0.2,4.35
2647,2012-04-26,4.8,4.8,4.5,4.6,4.66,2.01,213500,-0.1,-2.13
2648,2012-04-25,4.7,4.9,4.6,4.7,4.77,2.05,269400,0.1,2.17
2649,2012-04-24,4.7,4.7,4.5,4.6,4.5600000000000005,2.01,221200,-0.2,-4.17
2650,2012-04-23,5.0,5.0,4.7,4.8,4.75,2.1,175500,0.0,0.0
2651,2012-04-20,4.6,4.9,4.6,4.8,4.77,2.1,143300,0.1,2.13
2652,2012-04-19,4.8,5.0,4.6,4.7,4.78,2.05,297400,-0.1,-2.08
2653,2012-04-18,4.8,5.0,4.7,4.8,4.82,2.1,486000,0.0,0.0
2654,2012-04-17,5.1,5.1,4.7,4.8,4.83,2.1,439600,-0.2,-4.0
2655,2012-04-16,4.9,5.1,4.8,5.0,5.01,2.18,400700,0.2,4.17
2656,2012-04-13,5.2,5.2,4.7,4.8,4.89,2.1,240600,-0.2,-4.0
2657,2012-04-12,4.9,5.0,4.8,5.0,4.96,2.18,735200,0.3,6.38
2658,2012-04-11,4.5,4.7,4.5,4.7,4.65,2.05,410500,0.3,6.82
2659,2012-04-10,4.4,4.7,4.4,4.4,4.51,1.92,119900,-0.3,-6.38
2660,2012-04-09,4.7,4.7,4.4,4.7,4.5600000000000005,2.05,214510,0.3,6.82
2661,2012-04-06,4.4,4.6,4.3,4.4,4.44,1.92,118200,0.0,0.0
2662,2012-04-05,4.2,4.4,4.1,4.4,4.3,1.92,190700,0.2,4.76
2663,2012-04-04,4.5,4.6,4.2,4.2,4.32,1.83,287400,-0.2,-4.55
2664,2012-04-03,4.1,4.4,4.1,4.4,4.29,1.92,243300,0.2,4.76
2665,2012-03-30,4.3,4.4,4.2,4.2,4.21,1.83,423600,-0.3,-6.67
2666,2012-03-29,4.7,4.7,4.5,4.5,4.53,1.97,373100,-0.3,-6.25
2667,2012-03-28,4.7,4.9,4.5,4.8,4.61,2.1,571900,0.0,0.0
2668,2012-03-27,5.3,5.3,4.8,4.8,5.04,2.1,382800,-0.3,-5.88
2669,2012-03-26,4.9,5.1,4.8,5.1,5.06,2.23,470300,0.2,4.08
2670,2012-03-23,4.7,4.9,4.6,4.9,4.84,2.14,799800,0.4,8.89
2671,2012-03-22,4.6,4.7,4.4,4.5,4.55,1.97,379500,-0.1,-2.17
2672,2012-03-21,4.5,4.7,4.4,4.6,4.62,2.01,908100,0.1,2.22
2673,2012-03-20,4.5,4.5,4.3,4.5,4.38,1.97,445700,0.3,7.14
2674,2012-03-19,4.3,4.4,4.1,4.2,4.26,1.83,141200,0.0,0.0
2675,2012-03-16,4.2,4.2,4.2,4.2,4.2,1.83,414900,0.0,0.0
2676,2012-03-15,4.0,4.2,3.8,4.2,4.0,1.83,625200,0.3,7.69
2677,2012-03-14,4.1,4.2,3.9,3.9,3.9699999999999998,1.7000000000000002,126300,-0.2,-4.88
2678,2012-03-13,3.9,4.2,3.8,4.1,3.99,1.79,232600,0.1,2.5
2679,2012-03-12,4.1,4.1,4.0,4.0,4.0,1.75,323800,-0.2,-4.76
2680,2012-03-09,4.4,4.5,4.1,4.2,4.19,1.83,344100,-0.1,-2.33
2681,2012-03-08,4.5,4.7,4.2,4.3,4.36,1.88,417600,-0.3,-6.52
2682,2012-03-07,4.6,4.7,4.3,4.6,4.48,2.01,403500,0.0,0.0
2683,2012-03-06,4.7,4.7,4.3,4.6,4.62,2.01,1701100,0.2,4.55
2684,2012-03-05,4.4,4.4,4.4,4.4,4.4,1.92,130000,0.2,4.76
2685,2012-03-02,4.2,4.2,4.0,4.2,4.2,1.83,273700,0.2,5.0
2686,2012-03-01,4.0,4.0,3.8,4.0,3.98,1.75,228300,0.0,0.0
2687,2012-02-29,3.8,4.0,3.7,4.0,3.84,1.75,315400,0.3,8.11
2688,2012-02-28,3.8,3.9,3.7,3.7,3.86,1.62,503100,-0.1,-2.63
2689,2012-02-27,3.7,3.8,3.5,3.8,3.71,1.6600000000000001,389500,0.2,5.56
2690,2012-02-24,3.7,3.7,3.4,3.6,3.63,1.57,322200,0.1,2.86
2691,2012-02-23,3.5,3.5,3.5,3.5,3.5,1.53,221300,0.1,2.94
2692,2012-02-22,3.1,3.4,3.1,3.4,3.33,1.49,374100,0.3,9.68
2693,2012-02-21,3.3,3.3,3.0,3.1,3.17,1.35,391500,0.0,0.0
2694,2012-02-20,3.1,3.1,3.0,3.1,3.09,1.35,63600,0.2,6.9
2695,2012-02-17,2.9,2.9,2.9,2.9,2.9,1.27,69700,0.0,0.0
2696,2012-02-16,2.8,2.9,2.8,2.9,2.81,1.27,103100,0.0,0.0
2697,2012-02-15,3.1,3.1,2.9,2.9,2.95,1.27,100700,-0.1,-3.33
2698,2012-02-14,2.9,3.1,2.8,3.0,2.96,1.31,187500,0.0,0.0
2699,2012-02-13,3.0,3.0,3.0,3.0,3.0,1.31,62500,-0.2,-6.25
2700,2012-02-10,3.4,3.4,3.2,3.2,3.2,1.4,136700,-0.2,-5.88
2701,2012-02-09,3.4,3.4,3.3,3.4,3.38,1.49,285200,0.2,6.25
2702,2012-02-08,3.2,3.2,3.2,3.2,3.2,1.4,81800,0.1,3.23
2703,2012-02-07,2.9,3.1,2.9,3.1,3.03,1.35,102600,0.1,3.33
2704,2012-02-06,3.1,3.1,2.9,3.0,2.93,1.31,205600,-0.1,-3.23
2705,2012-02-03,3.1,3.1,3.0,3.1,3.1,1.35,343000,0.2,6.9
2706,2012-02-02,2.9,2.9,2.9,2.9,2.9,1.27,50500,0.0,0.0
2707,2012-02-01,2.9,2.9,2.8,2.9,2.8200000000000003,1.27,106200,0.1,3.57
2708,2012-01-31,2.8,2.8,2.8,2.8,2.8,1.22,280400,0.1,3.7
2709,2012-01-30,2.7,2.7,2.7,2.7,2.7,1.18,29700,0.1,3.85
2710,2012-01-20,2.6,2.6,2.6,2.6,2.6,1.1400000000000001,144400,0.1,4.0
2711,2012-01-19,2.5,2.5,2.5,2.5,2.5,1.09,78700,0.0,0.0
2712,2012-01-18,2.4,2.5,2.4,2.5,2.4,1.09,23500,0.1,4.17
2713,2012-01-17,2.4,2.5,2.4,2.4,2.4,1.05,14600,0.0,0.0
2714,2012-01-16,2.4,2.5,2.4,2.4,2.4,1.05,47100,0.0,0.0
2715,2012-01-13,2.3,2.5,2.3,2.4,2.36,1.05,29200,0.0,0.0
2716,2012-01-12,2.4,2.5,2.4,2.4,2.4,1.05,36800,0.0,0.0
2717,2012-01-11,2.6,2.6,2.4,2.4,2.45,1.05,43500,-0.1,-4.0
2718,2012-01-10,2.5,2.5,2.5,2.5,2.5,1.09,36100,0.0,0.0
2719,2012-01-09,2.6,2.6,2.4,2.5,2.44,1.09,78800,0.0,0.0
2720,2012-01-06,2.6,2.6,2.5,2.5,2.5300000000000002,1.09,36800,-0.1,-3.85
2721,2012-01-05,2.5,2.6,2.5,2.6,2.6,1.1400000000000001,19300,0.1,4.0
2722,2012-01-04,2.6,2.6,2.5,2.5,2.5,1.09,40800,-0.1,-3.85
2723,2012-01-03,2.6,2.7,2.6,2.6,2.61,1.1400000000000001,31100,0.0,0.0
2724,2011-12-30,2.5,2.6,2.5,2.6,2.5700000000000003,1.1400000000000001,12600,0.1,4.0
2725,2011-12-29,2.6,2.6,2.5,2.5,2.51,1.09,30100,-0.2,-7.41
2726,2011-12-28,2.6,2.7,2.6,2.7,2.63,1.18,58900,0.1,3.85
2727,2011-12-27,2.8,2.8,2.6,2.6,2.6,1.1400000000000001,23600,0.0,0.0
2728,2011-12-26,2.7,2.7,2.6,2.6,2.66,1.1400000000000001,22200,0.0,0.0
2729,2011-12-23,2.7,2.7,2.6,2.6,2.61,1.1400000000000001,17500,-0.2,-7.14
2730,2011-12-22,3.0,3.0,2.7,2.8,2.71,1.22,46600,-0.1,-3.45
2731,2011-12-21,2.9,2.9,2.9,2.9,2.9,1.27,16600,0.0,0.0
2732,2011-12-20,3.1,3.1,2.9,2.9,2.9,1.27,59200,-0.1,-3.33
2733,2011-12-19,3.2,3.2,3.0,3.0,3.11,1.31,70100,-0.2,-6.25
2734,2011-12-16,3.2,3.3,3.1,3.2,3.22,1.4,74300,0.1,3.23
2735,2011-12-15,3.2,3.2,3.1,3.1,3.1,1.35,132800,-0.3,-8.82
2736,2011-12-14,3.4,3.5,3.3,3.4,3.32,1.49,40500,-0.1,-2.86
2737,2011-12-13,3.7,3.7,3.5,3.5,3.51,1.53,38200,-0.1,-2.78
2738,2011-12-12,3.8,3.8,3.6,3.6,3.6,1.57,20700,-0.1,-2.7
2739,2011-12-09,3.7,3.8,3.7,3.7,3.71,1.62,34800,-0.1,-2.63
2740,2011-12-08,3.8,3.9,3.7,3.8,3.77,1.6600000000000001,29900,0.0,0.0
2741,2011-12-07,3.9,3.9,3.8,3.8,3.81,1.6600000000000001,98500,-0.1,-2.56
2742,2011-12-06,4.1,4.1,3.9,3.9,3.98,1.7000000000000002,69100,0.0,0.0
2743,2011-12-05,3.9,3.9,3.8,3.9,3.89,1.7000000000000002,82100,0.2,5.41
2744,2011-12-02,3.7,3.8,3.6,3.7,3.71,1.62,67600,0.0,0.0
2745,2011-12-01,3.8,3.8,3.6,3.7,3.66,1.62,26500,0.0,0.0
2746,2011-11-30,3.8,3.8,3.7,3.7,3.73,1.62,43800,-0.2,-5.13
2747,2011-11-29,3.9,3.9,3.8,3.9,3.86,1.7000000000000002,2400,0.0,0.0
2748,2011-11-28,3.8,3.9,3.7,3.9,3.86,1.7000000000000002,46300,0.1,2.63
2749,2011-11-25,3.8,3.8,3.7,3.8,3.74,1.6600000000000001,15600,0.0,0.0
2750,2011-11-24,3.9,3.9,3.8,3.8,3.86,1.6600000000000001,19500,-0.1,-2.56
2751,2011-11-23,3.9,4.0,3.9,3.9,3.9,1.7000000000000002,14600,0.1,2.63
2752,2011-11-22,3.8,3.9,3.7,3.8,3.77,1.6600000000000001,19600,0.0,0.0
2753,2011-11-21,4.0,4.0,3.8,3.8,3.81,1.6600000000000001,18100,0.0,0.0
2754,2011-11-18,3.9,4.0,3.8,3.8,3.89,1.6600000000000001,13400,-0.1,-2.56
2755,2011-11-17,4.0,4.0,3.9,3.9,3.9699999999999998,1.7000000000000002,19300,-0.2,-4.88
2756,2011-11-16,4.0,4.1,4.0,4.1,4.03,1.79,60800,0.1,2.5
2757,2011-11-15,3.8,4.0,3.8,4.0,3.89,1.75,42300,0.2,5.26
2758,2011-11-14,4.0,4.0,3.8,3.8,3.87,1.6600000000000001,38300,-0.2,-5.0
2759,2011-11-11,4.1,4.1,3.9,4.0,4.01,1.75,47600,0.0,0.0
2760,2011-11-10,4.1,4.1,4.0,4.0,4.02,1.75,86000,-0.2,-4.76
2761,2011-11-09,4.2,4.2,4.1,4.2,4.2,1.83,36800,0.0,0.0
2762,2011-11-08,4.2,4.3,4.1,4.2,4.2,1.83,47500,0.0,0.0
2763,2011-11-07,4.2,4.2,4.1,4.2,4.19,1.83,43000,-0.1,-2.33
2764,2011-11-04,4.4,4.4,4.2,4.3,4.32,1.88,53300,-0.1,-2.27
2765,2011-11-03,4.3,4.4,4.3,4.4,4.39,1.92,49000,0.0,0.0
2766,2011-11-02,4.3,4.5,4.3,4.4,4.4,1.92,46000,-0.1,-2.22
2767,2011-11-01,4.6,4.7,4.5,4.5,4.52,1.97,79400,-0.3,-6.25
2768,2011-10-31,5.1,5.1,4.6,4.8,4.85,2.1,140000,0.0,0.0
2769,2011-10-28,4.6,4.8,4.6,4.8,4.77,2.1,79300,0.4,9.09
2770,2011-10-27,4.5,4.6,4.4,4.4,4.48,1.92,30100,-0.2,-4.35
2771,2011-10-26,4.6,4.6,4.5,4.6,4.53,2.01,50200,0.0,0.0
2772,2011-10-25,4.6,4.7,4.5,4.6,4.5600000000000005,2.01,26400,0.0,0.0
2773,2011-10-24,4.9,4.9,4.6,4.6,4.8100000000000005,2.01,43500,-0.2,-4.17
2774,2011-10-21,4.5,4.8,4.5,4.8,4.69,2.1,150700,0.4,9.09
2775,2011-10-20,4.6,4.6,4.4,4.4,4.46,1.92,35900,-0.1,-2.22
2776,2011-10-19,4.6,4.6,4.4,4.5,4.48,1.97,15300,0.1,2.27
2777,2011-10-18,4.4,4.5,4.3,4.4,4.37,1.92,47800,0.0,0.0
2778,2011-10-17,4.5,4.6,4.4,4.4,4.51,1.92,36000,-0.1,-2.22
2779,2011-10-14,4.6,4.6,4.4,4.5,4.51,1.97,100400,0.0,0.0
2780,2011-10-13,4.6,4.6,4.4,4.5,4.49,1.97,102400,-0.1,-2.17
2781,2011-10-12,4.8,4.8,4.6,4.6,4.63,2.01,129200,-0.3,-6.12
2782,2011-10-11,5.0,5.0,4.8,4.9,4.87,2.14,49000,0.1,2.08
2783,2011-10-10,5.1,5.1,4.8,4.8,4.9,2.1,57600,-0.2,-4.0
2784,2011-10-07,5.2,5.2,4.9,5.0,5.06,2.18,100600,-0.2,-3.85
2785,2011-10-06,5.0,5.2,5.0,5.2,5.1,2.27,94800,0.4,8.33
2786,2011-10-05,4.8,5.0,4.8,4.8,4.85,2.1,48700,0.0,0.0
2787,2011-10-04,4.7,4.8,4.5,4.8,4.66,2.1,82300,0.0,0.0
2788,2011-10-03,4.9,5.0,4.7,4.8,4.73,2.1,157400,-0.1,-2.04
2789,2011-09-30,5.0,5.1,4.9,4.9,4.97,2.14,73300,-0.2,-3.92
2790,2011-09-29,5.4,5.4,5.0,5.1,5.07,2.23,118700,-0.2,-3.77
2791,2011-09-28,5.4,5.4,5.3,5.3,5.34,2.32,76200,0.1,1.92
2792,2011-09-27,5.4,5.4,5.2,5.2,5.29,2.27,94000,0.0,0.0
2793,2011-09-26,5.3,5.4,5.2,5.2,5.27,2.27,76300,-0.2,-3.7
2794,2011-09-23,5.5,5.5,5.3,5.4,5.42,2.36,85900,-0.1,-1.82
2795,2011-09-22,5.3,5.6,5.3,5.5,5.4,2.4,131700,0.1,1.85
2796,2011-09-21,5.4,5.6,5.2,5.4,5.34,2.36,110500,0.1,1.89
2797,2011-09-20,5.6,5.6,5.2,5.3,5.28,2.32,272700,-0.3,-5.36
